,,Name,Username,"Profile ID",Date,Likes,Comment,"User Verified",Thumbnail,"Comment ID","Profile URL","Comment URL"
15,,aldo.noviardo,aldo.noviardo,66412234964,"2026-06-19 08:44:11",0,"Anjink Kelaparan memang kasihan ya😂",no,https://instagram.fiev25-2.fna.fbcdn.net/v/t51.2885-19/449618189_1590572414837291_6664438813226232177_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby44OTMuYzIifQ&_nc_ht=instagram.fiev25-2.fna.fbcdn.net&_nc_cat=111&_nc_oc=Q6cZ2gGP2q2lFOg8jAMsrF55TyfZfo06LsUVUo3M4RX4KNat2OEW6b59nhPHd1BDq2FW10w&_nc_ohc=6UhIq9FswTgQ7kNvwExS28H&_nc_gid=pt0Y1siPAXFztrC-9NRpXQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_Af_d9H6NB3KjZSq_oz1RaZYSXyZj7gbUxay4FZkczEXN9w&oe=6A3F120F&_nc_sid=0985b0,17897106606467106,https://www.instagram.com/aldo.noviardo,https://www.instagram.com/p/DZvxCr_zUGG/c/17897106606467106
16,,erwin.bomz,erwin.bomz,1348602938,"2026-06-19 08:48:03",0,"Sampai disini paham..?😂",no,https://instagram.fiev25-2.fna.fbcdn.net/v/t51.82787-19/695760339_18586309180058939_7089424016739943134_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fiev25-2.fna.fbcdn.net&_nc_cat=111&_nc_oc=Q6cZ2gGP2q2lFOg8jAMsrF55TyfZfo06LsUVUo3M4RX4KNat2OEW6b59nhPHd1BDq2FW10w&_nc_ohc=iHst1W9-55MQ7kNvwH-CetW&_nc_gid=pt0Y1siPAXFztrC-9NRpXQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_Af-YArgYtZR_QsT1qxnr-k2OYFBp-VWgJxE1rIuvBJuW2A&oe=6A3F0D3E&_nc_sid=0985b0,18134870338574365,https://www.instagram.com/erwin.bomz,https://www.instagram.com/p/DZvxCr_zUGG/c/18134870338574365
17,,jawir_maniak,jawir_maniak,1651404525,"2026-06-19 09:09:17",0,"Blok dan peko",no,https://instagram.fiev25-1.fna.fbcdn.net/v/t51.82787-19/657607693_18581230486012526_341134312866673920_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fiev25-1.fna.fbcdn.net&_nc_cat=102&_nc_oc=Q6cZ2gGP2q2lFOg8jAMsrF55TyfZfo06LsUVUo3M4RX4KNat2OEW6b59nhPHd1BDq2FW10w&_nc_ohc=eisp1M052F0Q7kNvwEb_GiR&_nc_gid=pt0Y1siPAXFztrC-9NRpXQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_Af91NLAXqASjZte0YAT1a5d85UkER2jzxuZKeTbnLcTy8g&oe=6A3EE454&_nc_sid=0985b0,18381334966162922,https://www.instagram.com/jawir_maniak,https://www.instagram.com/p/DZvxCr_zUGG/c/18381334966162922
18,,20000201a,20000201a,47689250115,"2026-06-19 09:25:07",0,"Bawa aja kepengadilan, toh Hakim kalian suap juga kan..",no,https://scontent-otp1-1.cdninstagram.com/v/t51.2885-19/573323465_1219825463302212_7278921664109726296_n.png?stp=dst-jpg_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xNTAuYzIifQ&_nc_ht=scontent-otp1-1.cdninstagram.com&_nc_cat=1&_nc_oc=Q6cZ2gF7JSbqiXH2iCyzVoaDS9x0oZ_7UUp7MaqnDKjYkQ5cmtg-rffw0Rq0hU47QwYjH5XiK3afyLDfbKtEdvkZPxqg&_nc_ohc=VJDnbVufDA8Q7kNvwEae5Ke&_nc_gid=nnlK94f_NYQIu96GnIuslg&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.3-ccb7-5&oh=00_Af-KlYTV77BHFq3UfaP--y5sLbFaLuJurnPj-Lcny32sGw&oe=6A3EDEAA&_nc_sid=10d13b,18078630665418096,https://www.instagram.com/20000201a,https://www.instagram.com/p/DZvxCr_zUGG/c/18078630665418096
19,,hambaallah.2299,hambaallah.2299,2082714024,"2026-06-19 09:29:05",0,"Ihhh gak tau malunya 🤣🤣🤣 orang libur masa iyaa mau di bawakan kerumahnya satu2 belum lagi masa iya mengusik waktu santai ibu guru, 1 tahun full loh ibu guru mengabdi waktunya bersantai sedikit sebelum murid baru mewarnai kembali sekolah.",no,https://instagram.fiev25-1.fna.fbcdn.net/v/t51.2885-19/425181782_260421897088638_8610162050149967466_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fiev25-1.fna.fbcdn.net&_nc_cat=106&_nc_oc=Q6cZ2gGP2q2lFOg8jAMsrF55TyfZfo06LsUVUo3M4RX4KNat2OEW6b59nhPHd1BDq2FW10w&_nc_ohc=cQmaVMD_3KYQ7kNvwEi0LNa&_nc_gid=pt0Y1siPAXFztrC-9NRpXQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_Af8WCrW6vrIpawxXhEeHQWed67Iu6ERNYDeW520XxyHd6w&oe=6A3EDBA4&_nc_sid=0985b0,18065916875459556,https://www.instagram.com/hambaallah.2299,https://www.instagram.com/p/DZvxCr_zUGG/c/18065916875459556
20,,donsyahdan,donsyahdan,58399428507,"2026-06-19 09:48:06",0,"Wkwkwkwk lagi lucu lucunya😂",no,https://instagram.fiev25-1.fna.fbcdn.net/v/t51.82787-19/588626279_17978350481948508_2607550325800448344_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fiev25-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2gGP2q2lFOg8jAMsrF55TyfZfo06LsUVUo3M4RX4KNat2OEW6b59nhPHd1BDq2FW10w&_nc_ohc=XysyVhzhNrIQ7kNvwG85feG&_nc_gid=pt0Y1siPAXFztrC-9NRpXQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_Af-nzKqzuaVh0dAt70VYcMuZ5Xrh964-knyDMO8caME1QA&oe=6A3EE7E5&_nc_sid=0985b0,18376984072204469,https://www.instagram.com/donsyahdan,https://www.instagram.com/p/DZvxCr_zUGG/c/18376984072204469
21,,ferry_hideaki,ferry_hideaki,15374321,"2026-06-19 09:49:40",0,"TRUS SG MEH MANGAN SOPO!!! DHEMIT SG NUNGGONI NDE SEKOLAHAN?!!!!!! JANNNNN MBO YO WARAS SITIKKKKK AEEEEEE 😢😭",no,https://instagram.fiev25-1.fna.fbcdn.net/v/t51.2885-19/106208199_1695224133964236_3326655127831060607_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fiev25-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2gGP2q2lFOg8jAMsrF55TyfZfo06LsUVUo3M4RX4KNat2OEW6b59nhPHd1BDq2FW10w&_nc_ohc=MgNvNRrIRTcQ7kNvwFlRkla&_nc_gid=pt0Y1siPAXFztrC-9NRpXQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_Af_9ycis5q1XGpBtyYC_BOgyTaLflBSfZzHkrlmgAdoa-A&oe=6A3F12A2&_nc_sid=0985b0,18090918797056636,https://www.instagram.com/ferry_hideaki,https://www.instagram.com/p/DZvxCr_zUGG/c/18090918797056636
22,,noesabha,noesabha,5728926174,"2026-06-19 10:09:38",0,"Nahhhhhhh......orang miskin diem nrimo ing pandum. Orang kaya geger genjik",no,https://instagram.fiev25-1.fna.fbcdn.net/v/t51.82787-19/671649110_18432011917190175_7616709188661598722_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fiev25-1.fna.fbcdn.net&_nc_cat=103&_nc_oc=Q6cZ2gGP2q2lFOg8jAMsrF55TyfZfo06LsUVUo3M4RX4KNat2OEW6b59nhPHd1BDq2FW10w&_nc_ohc=AwKYQVaKGy0Q7kNvwHS3GM3&_nc_gid=pt0Y1siPAXFztrC-9NRpXQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_Af91jwccfH1b-vhFLMUTTsGQwwOSch17bD_sVbJZ-7eKKQ&oe=6A3EF189&_nc_sid=0985b0,18445094320190496,https://www.instagram.com/noesabha,https://www.instagram.com/p/DZvxCr_zUGG/c/18445094320190496
23,,davidsaputra1719,davidsaputra1719,4612302340,"2026-06-19 10:21:51",0,😂,no,https://instagram.fiev25-1.fna.fbcdn.net/v/t51.82787-19/657203921_18392173942158341_1231007446711466257_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fiev25-1.fna.fbcdn.net&_nc_cat=105&_nc_oc=Q6cZ2gGP2q2lFOg8jAMsrF55TyfZfo06LsUVUo3M4RX4KNat2OEW6b59nhPHd1BDq2FW10w&_nc_ohc=9wKcgohdLKcQ7kNvwHMes62&_nc_gid=pt0Y1siPAXFztrC-9NRpXQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_Af8UELHrK4vt6REgfySjnaEW1eIyhjhsgDmlOjKMtPp5qA&oe=6A3EF713&_nc_sid=0985b0,17976002865101303,https://www.instagram.com/davidsaputra1719,https://www.instagram.com/p/DZvxCr_zUGG/c/17976002865101303
24,,adieprime,adieprime,1657422096,"2026-06-19 10:29:24",0,"Skrg malah ditanya, mau lanjut MBG apa tidak muridnya 😂 ini libur skul malah minta lanjut",no,https://instagram.fiev25-1.fna.fbcdn.net/v/t51.82787-19/710738027_18591856381014097_2151117829734364962_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fiev25-1.fna.fbcdn.net&_nc_cat=101&_nc_oc=Q6cZ2gGP2q2lFOg8jAMsrF55TyfZfo06LsUVUo3M4RX4KNat2OEW6b59nhPHd1BDq2FW10w&_nc_ohc=pZfNm7-NIi8Q7kNvwFy1ZBZ&_nc_gid=pt0Y1siPAXFztrC-9NRpXQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_Af8DaiD6gd-yc0DWsylKKfDSMjkbHgKHMj-ZjbPxnAYgzQ&oe=6A3EF971&_nc_sid=0985b0,18013235144907350,https://www.instagram.com/adieprime,https://www.instagram.com/p/DZvxCr_zUGG/c/18013235144907350
25,,ahmad.ridholloh63,ahmad.ridholloh63,69432534886,"2026-06-19 10:41:03",0,"EH MUKA MUKA ANJING LU DI FOTO INI",no,https://instagram.fiev25-2.fna.fbcdn.net/v/t51.82787-19/541135540_17892438309318887_6431400943864951703_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fiev25-2.fna.fbcdn.net&_nc_cat=111&_nc_oc=Q6cZ2gGP2q2lFOg8jAMsrF55TyfZfo06LsUVUo3M4RX4KNat2OEW6b59nhPHd1BDq2FW10w&_nc_ohc=LUGJCoVd_qkQ7kNvwGUef0A&_nc_gid=pt0Y1siPAXFztrC-9NRpXQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_Af8AJ-ZXFmNbxRhU2NvzrR3T0nT1QlAoUf1-Q591EvHVeA&oe=6A3EE546&_nc_sid=0985b0,17952948312178598,https://www.instagram.com/ahmad.ridholloh63,https://www.instagram.com/p/DZvxCr_zUGG/c/17952948312178598
